id,timestamp,aqi,temperature,humidity,wind_speed,weather_main,pm2_5,pm10,co,no2,aqi_lag1,pm2_5_lag1,pm10_lag1,co_lag1,no2_lag1
2,2025-06-28 08:21:40+00:00,84.46,1.224812577591718,-0.061238124600949885,1.9187832640102789,Clouds,-0.8966414270348352,-0.7669963645409795,-1.0113265493217396,-1.4888335286219578,-0.4494820003473281,-0.5466016341840637,0.043355498346402864,-0.7352669491869108,-1.1508428335555778
3,2025-06-29 08:21:57+00:00,111.83,1.4273956934771503,-0.061238124600949885,0.689702207148004,Smoke,-0.5579173655730191,-0.516428328800587,-0.943015315690678,-1.5128199208137383,-1.0679358527275509,-0.8568718300372,0.04335549837182473,-1.0106550487529515,-1.4866259732495146
4,2025-06-30 08:25:49+00:00,60.61,1.0222294617062855,-0.061238124600949885,1.9187832640102789,Clouds,-1.2196970079412266,-0.8486563071239995,-1.5982391208399886,-1.5644829193806509,-0.43820810199664706,-0.5412933331429495,0.04335549840394873,-0.94220053825649,-1.5106104832276532
5,2025-07-01 08:25:46+00:00,83.85,0.8196463458208523,-0.2921128932114273,1.9187832640102789,Smoke,-0.9049029895095136,-0.5434680448876797,-1.1664369192638289,-0.9611329004027811,-1.616675598980092,-1.1578524990683863,0.043355498361355535,-1.598798618293652,-1.562269427795951
6,2025-07-02 08:25:20+00:00,103.34,1.224812577591718,-0.061238124600949885,-0.28598448924362824,Smoke,-0.6562014708752281,-0.7210288471929218,-1.170314678512381,-1.4814531002552562,-1.0819707057763581,-0.8645688665468161,0.04335549840048211,-1.1660907491921648,-0.9589667537304712
7,2025-07-03 08:24:46+00:00,119.69,1.224812577591718,-0.061238124600949885,1.1822818985301873,Clouds,-0.4670401783515561,-0.8136849409846928,-0.4811311029742341,-1.2692657847125801,-0.633545646889061,-0.6328615261021726,0.04335549837771798,-1.1699766417031452,-1.479246124025472
8,2025-07-04 08:24:47+00:00,125.38,1.4273956934771503,-0.061238124600949885,1.9187832640102789,Smoke,-0.4012325600187728,-0.17428578791190746,-0.6533192813240888,-1.4224096733216418,-0.25736556926939447,-0.45662593153717473,0.04335549836583904,-0.47934756361527664,-1.2670754588342485
9,2025-07-04 13:35:26+00:00,51.36,1.224812577591718,0.4582301047726243,0.20659520213855512,Smoke,0.40868544396435863,2.2484953065883393,-2.062982691386173,-1.1511789308453517,-0.126450300666587,-0.3953150545123036,0.043355498447813015,-0.6518968916786054,-1.4202073302331315
10,2025-07-04 13:46:34+00:00,140.05,1.224812577591718,0.4582301047726243,0.20659520213855512,Smoke,-0.23144320709089858,-0.4515330101915646,0.4664522479447118,1.6312425634012158,-1.8294991902939708,0.3592599384821076,0.04335549977585162,-2.0645169480187193,-1.1489978712495672
11,2025-07-04 13:54:54+00:00,140.05,1.224812577591718,0.4582301047726243,0.20659520213855512,Smoke,-0.23144320709089858,-0.4515330101915646,0.4664522479447118,1.6312425634012158,0.21107641117931614,-0.2371276834870946,0.04335549841226862,0.47022326088609984,1.6332052862144792
12,2025-07-04 15:09:58+00:00,145.27,1.0222294617062855,0.4582301047726243,0.20659520213855512,Smoke,-0.1710483365863528,-0.4059260223913349,0.7519571687800374,1.8526554144022696,0.21107641117931614,-0.2371276834870946,0.04335549841226862,0.47022326088609984,1.6332052862144792
13,2025-07-05 17:21:21+00:00,97.25,1.0222294617062855,0.4582301047726243,1.9187832640102789,Smoke,-0.7234334965312319,-0.501466352565729,0.10072863073529556,1.4356612116836192,0.3311779405477968,-0.18085969245128208,0.043355498418115646,0.756327003436965,1.8546007629357568
14,2025-07-05 17:22:16+00:00,97.25,1.0222294617062855,0.4582301047726243,1.9187832640102789,Smoke,-0.7234334965312319,-0.501466352565729,0.10072863073529556,1.4356612116836192,-0.7736640978189553,-0.6954994783873225,0.04335549840586693,0.10373257022929791,1.4376392817773516
15,2025-07-05 18:12:01+00:00,97.67,1.0222294617062855,0.4582301047726243,1.9187832640102789,Smoke,-0.7177358672383504,-0.5155270049310173,0.14612583244309407,1.515000816625663,-0.7736640978189553,-0.6954994783873225,0.04335549840586693,0.10373257022929791,1.4376392817773516
16,2025-07-05 21:09:12+00:00,78.61,0.8196463458208523,0.40051141262000495,1.1822818985301873,Smoke,-0.9758384742058906,-0.6534295569751901,-0.7204946056803221,0.029689607826931776,-0.7640007563755142,-0.6901911773462082,0.04335549840406428,0.14922498861542136,1.5169726609358092
17,2025-07-06 00:55:23+00:00,67.66,0.009313882279122379,0.9199796419935792,1.1822818985301873,Smoke,-1.1242617172854583,-0.6025948907314558,-1.2220181351597443,-0.7009728004765435,-1.202532394261193,-0.9306572145086901,0.04335549838638453,-0.7192131104294265,0.031778004597243135
18,2025-07-06 03:50:09+00:00,63.93,-0.3958523494917426,1.9011974085881083,1.1822818985301873,Thunderstorm,-1.1746857365274614,-0.9867391239420862,-1.096558914219211,-0.3264160608664288,-1.4544695104651901,-1.0689384566297202,0.04335549839290177,-1.22178854184955,-0.6988270685829707
19,2025-07-06 06:13:37+00:00,60.23,-0.1932692336063101,1.554885255672392,0.20659520213855512,Smoke,-1.2248248743048202,-1.2261307436998137,-1.0635392066785085,-0.2895139190329199,-1.5402891856652727,-1.1159169208435826,0.04335549834365267,-1.0960661811155092,-0.32429972046281075
20,2025-07-06 09:09:18+00:00,85.43,0.21189699816455485,0.6891048733831018,1.1822818985301873,Smoke,-0.8835368796612073,-0.9842154171072909,-1.201767614639527,-1.0773746471783339,-1.6254186221908247,-1.1626299700053895,0.04335549831296154,-1.062977217612919,-0.28740047434259786
